Cell,Gene,Ct,Call
D0_M3_g_1_nu,SELL,999,Fail
D0_M3_g_1_nu,ITGAX,999,Fail
D0_M3_g_1_nu,ZBTB16,999,Fail
D0_M3_g_1_nu,TCFEC,999,Fail
D0_M3_g_1_nu,RORA,999,Fail
D0_M3_g_1_nu,NCF1,999,Fail
D0_M3_g_1_nu,IL7R,999,Fail
D0_M3_g_1_nu,IL23R,999,Fail
D0_M3_g_1_nu,IL10,999,Fail
D0_M3_g_1_nu,CD69,999,Fail
D0_M3_g_1_nu,GATA2,16.68308778,Pass
D0_M3_g_1_nu,CYP11A1,999,Fail
D0_M3_g_1_nu,BATF,19.37719383,Pass
D0_M3_g_1_nu,BCL2L11,999,Fail
D0_M3_g_1_nu,ZC3H12C,999,Fail
D0_M3_g_1_nu,TG,999,Fail
D0_M3_g_1_nu,RORC,999,Fail
D0_M3_g_1_nu,PHF1,999,Fail
D0_M3_g_1_nu,IL9,999,Fail
D0_M3_g_1_nu,IL25R,999,Fail
D0_M3_g_1_nu,GATA3,999,Fail
D0_M3_g_1_nu,IL27RA,999,Fail
D0_M3_g_1_nu,E2F8,999,Fail
D0_M3_g_1_nu,CD19,999,Fail
D0_M3_g_1_nu,IL2RA,999,Fail
D0_M3_g_1_nu,BCL2,999,Fail
D0_M3_g_1_nu,ZFP36,14.94306476,Pass
D0_M3_g_1_nu,TGFB1,999,Fail
D0_M3_g_1_nu,RUNX3,999,Fail
D0_M3_g_1_nu,POLR2A,999,Fail
D0_M3_g_1_nu,IRF8,999,Fail
D0_M3_g_1_nu,IL12RB2,999,Fail
0-29,ACTN1,21.33237119,Pass
0-29,CCR2,999,Fail
0-29,CD33,999,Fail
0-29,CD8A,999,Fail
0-29,EIF2B1,999,Fail
0-29,HBB_B2,999,Fail
0-29,IL13,999,Fail
0-29,IL1RL1_R,999,Fail
0-29,JHM1D,25.99839235,Pass
0-29,POU6F1,23.1469812,Fail
0-29,SCML4,23.92827308,Pass
0-29,TRIB2,999,Fail
0-29,AHR,999,Fail
0-29,CCR5,999,Fail
0-29,CD3E,23.54543775,Pass
0-29,CDH17,999,Fail
0-29,EPAS1,999,Fail
0-29,HLX,999,Fail
0-29,IL13RA1,999,Fail
0-29,IL4,999,Fail
0-29,KLRG1,999,Fail
0-29,PPARG,999,Fail
0-29,IL1RL1,999,Fail
0-29,TXK,22.52987573,Pass
0-29,ASB2,999,Fail
0-29,CCR8,999,Fail
0-29,CD4,22.89091123,Pass
0-29,CTLA4,999,Fail
0-29,FGF18,999,Fail
0-29,HPRT1,999,Fail
0-29,IL17A,999,Fail
0-29,IL4R,20.99209312,Pass
0-29,MSC,999,Fail
0-29,PRDM1,999,Fail
0-29,SMAD7,20.96030156,Pass
0-29,UBC,18.59053998,Pass
0-29,ATF3,999,Fail
0-29,KIT,999,Fail
0-29,CD44,22.70660758,Pass
0-29,CXCR3,999,Fail
0-29,FOXP1,999,Fail
0-29,ICOS,999,Fail
0-29,IL2,999,Fail
0-29,IL5,999,Fail
0-29,MYB,999,Fail
0-29,PTGIR,999,Fail
0-29,TBX21,999,Fail
0-29,VDR,999,Fail
0-29,IFNG,999,Fail
0-29,FOXP3,999,Fail
0-29,CXCR5,999,Fail
0-29,PTPRC,20.03965712,Pass
0-29,ITGAM,999,Fail
0-29,ATP5A1,20.39136224,Pass
0-29,VIPR1,999,Fail
0-29,TCF7,18.93149179,Pass
0-29,PTH,999,Fail
0-29,MYCN,999,Fail
0-29,IL6,999,Fail
0-29,IL21,999,Fail
0-29,IFNGR1,21.17595962,Pass
0-29,FSHB,999,Fail
0-29,CXCR6,999,Fail
0-29,NCAM1,999,Fail
0-29,SELL,21.2054506,Pass
0-29,ITGAX,999,Fail
0-29,ZBTB16,999,Fail
0-29,TCFEC,999,Fail
0-29,RORA,999,Fail
0-29,NCF1,999,Fail
0-29,IL7R,19.38197572,Pass
0-29,IL23R,999,Fail
0-29,IL10,999,Fail
0-29,CD69,23.04785138,Pass
0-29,GATA2,17.82011479,Pass
0-29,CYP11A1,999,Fail
0-29,BATF,22.79008172,Pass
0-29,BCL2L11,21.93116902,Pass
0-29,ZC3H12C,999,Fail
0-29,TG,999,Fail
0-29,RORC,999,Fail
0-29,PHF1,999,Fail
0-29,IL9,999,Fail
0-29,IL25R,999,Fail
0-29,GATA3,19.97803845,Pass
0-29,IL27RA,999,Fail
0-29,E2F8,999,Fail
0-29,CD19,999,Fail
0-29,IL2RA,999,Fail
0-29,BCL2,999,Fail
0-29,ZFP36,20.18461396,Pass
0-29,TGFB1,20.58453333,Pass
0-29,RUNX3,999,Fail
0-29,POLR2A,21.81045239,Pass
0-29,IRF8,24.27347087,Pass
0-29,IL12RB2,999,Fail
D0_M3_med_17_ac,ACTN1,18.43092421,Pass
D0_M3_med_17_ac,CCR2,999,Fail
D0_M3_med_17_ac,CD33,999,Fail
D0_M3_med_17_ac,CD8A,999,Fail
D0_M3_med_17_ac,EIF2B1,999,Fail
D0_M3_med_17_ac,HBB_B2,999,Fail
D0_M3_med_17_ac,IL13,999,Fail
D0_M3_med_17_ac,IL1RL1_R,999,Fail
D0_M3_med_17_ac,JHM1D,999,Fail
D0_M3_med_17_ac,POU6F1,999,Fail
D0_M3_med_17_ac,SCML4,21.56559014,Pass
D0_M3_med_17_ac,TRIB2,999,Fail
D0_M3_med_17_ac,AHR,999,Fail
D0_M3_med_17_ac,CCR5,999,Fail
D0_M3_med_17_ac,CD3E,17.5873891,Pass
D0_M3_med_17_ac,CDH17,999,Fail
D0_M3_med_17_ac,EPAS1,999,Fail
D0_M3_med_17_ac,HLX,999,Fail
D0_M3_med_17_ac,IL13RA1,999,Fail
D0_M3_med_17_ac,IL4,999,Fail
D0_M3_med_17_ac,KLRG1,999,Fail
D0_M3_med_17_ac,PPARG,999,Fail
D0_M3_med_17_ac,IL1RL1,999,Fail
D0_M3_med_17_ac,TXK,999,Fail
D0_M3_med_17_ac,ASB2,999,Fail
D0_M3_med_17_ac,CCR8,25.1960892,Fail
D0_M3_med_17_ac,CD4,19.88466567,Pass
D0_M3_med_17_ac,CTLA4,999,Fail
D0_M3_med_17_ac,FGF18,999,Fail
D0_M3_med_17_ac,HPRT1,20.15600899,Pass
D0_M3_med_17_ac,IL17A,999,Fail
D0_M3_med_17_ac,IL4R,999,Fail
D0_M3_med_17_ac,MSC,999,Fail
D0_M3_med_17_ac,PRDM1,999,Fail
D0_M3_med_17_ac,SMAD7,19.17744185,Pass
D0_M3_med_17_ac,UBC,18.68910344,Pass
D0_M3_med_17_ac,ATF3,999,Fail
D0_M3_med_17_ac,KIT,999,Fail
D0_M3_med_17_ac,CD44,19.43826272,Pass
D0_M3_med_17_ac,CXCR3,999,Fail
D0_M3_med_17_ac,FOXP1,18.80876809,Pass
D0_M3_med_17_ac,ICOS,21.62893752,Fail
D0_M3_med_17_ac,IL2,999,Fail
D0_M3_med_17_ac,IL5,999,Fail
D0_M3_med_17_ac,MYB,999,Fail
D0_M3_med_17_ac,PTGIR,999,Fail
D0_M3_med_17_ac,TBX21,999,Fail
D0_M3_med_17_ac,VDR,19.78157802,Pass
D0_M3_med_17_ac,IFNG,999,Fail
D0_M3_med_17_ac,FOXP3,18.44032706,Pass
D0_M3_med_17_ac,CXCR5,19.27505209,Pass
D0_M3_med_17_ac,PTPRC,18.57371786,Pass
D0_M3_med_17_ac,ITGAM,999,Fail
D0_M3_med_17_ac,ATP5A1,19.48879817,Pass
D0_M3_med_17_ac,VIPR1,999,Fail
D0_M3_med_17_ac,TCF7,18.31993216,Fail
D0_M3_med_17_ac,PTH,999,Fail
D0_M3_med_17_ac,MYCN,999,Fail
D0_M3_med_17_ac,IL6,999,Fail
D0_M3_med_17_ac,IL21,999,Fail
D0_M3_med_17_ac,IFNGR1,999,Fail
D0_M3_med_17_ac,FSHB,999,Fail
D0_M3_med_17_ac,CXCR6,999,Fail
D0_M3_med_17_ac,NCAM1,999,Fail
D0_M3_med_17_ac,SELL,999,Fail
D0_M3_med_17_ac,ITGAX,999,Fail
D0_M3_med_17_ac,ZBTB16,999,Fail
D0_M3_med_17_ac,TCFEC,999,Fail
D0_M3_med_17_ac,RORA,999,Fail
D0_M3_med_17_ac,NCF1,19.18202384,Pass
D0_M3_med_17_ac,IL7R,19.66371245,Pass
D0_M3_med_17_ac,IL23R,999,Fail
D0_M3_med_17_ac,IL10,999,Fail
D0_M3_med_17_ac,CD69,999,Fail
D0_M3_med_17_ac,GATA2,999,Fail
D0_M3_med_17_ac,CYP11A1,999,Fail
D0_M3_med_17_ac,BATF,999,Fail
D0_M3_med_17_ac,BCL2L11,999,Fail
D0_M3_med_17_ac,ZC3H12C,999,Fail
D0_M3_med_17_ac,TG,999,Fail
D0_M3_med_17_ac,RORC,999,Fail
D0_M3_med_17_ac,PHF1,18.2386928,Pass
D0_M3_med_17_ac,IL9,999,Fail
D0_M3_med_17_ac,IL25R,999,Fail
D0_M3_med_17_ac,GATA3,17.00463777,Pass
D0_M3_med_17_ac,IL27RA,18.90335446,Pass
D0_M3_med_17_ac,E2F8,999,Fail
D0_M3_med_17_ac,CD19,999,Fail
D0_M3_med_17_ac,IL2RA,20.23261237,Pass
D0_M3_med_17_ac,BCL2,999,Fail
D0_M3_med_17_ac,ZFP36,16.75563279,Pass
D0_M3_med_17_ac,TGFB1,16.83601044,Pass
D0_M3_med_17_ac,RUNX3,999,Fail
D0_M3_med_17_ac,POLR2A,19.48473281,Pass
D0_M3_med_17_ac,IRF8,999,Fail
D0_M3_med_17_ac,IL12RB2,999,Fail
D0_M3_l_16_nv,ACTN1,18.58242023,Pass
D0_M3_l_16_nv,CCR2,999,Fail
D0_M3_l_16_nv,CD33,999,Fail
D0_M3_l_16_nv,CD8A,999,Fail
D0_M3_l_16_nv,EIF2B1,999,Fail
D0_M3_l_16_nv,HBB_B2,999,Fail
D0_M3_l_16_nv,IL13,999,Fail
D0_M3_l_16_nv,IL1RL1_R,999,Fail
D0_M3_l_16_nv,JHM1D,23.136109,Fail
D0_M3_l_16_nv,POU6F1,19.58038997,Fail
D0_M3_l_16_nv,SCML4,21.49403738,Pass
D0_M3_l_16_nv,TRIB2,29.78738758,Pass
D0_M3_l_16_nv,AHR,999,Fail
D0_M3_l_16_nv,CCR5,999,Fail
D0_M3_l_16_nv,CD3E,19.89392369,Pass
D0_M3_l_16_nv,CDH17,999,Fail
D0_M3_l_16_nv,EPAS1,999,Fail
D0_M3_l_16_nv,HLX,999,Fail
D0_M3_l_16_nv,IL13RA1,999,Fail
D0_M3_l_16_nv,IL4,999,Fail
D0_M3_l_16_nv,KLRG1,999,Fail
D0_M3_l_16_nv,PPARG,999,Fail
D0_M3_l_16_nv,IL1RL1,999,Fail
D0_M3_l_16_nv,TXK,19.60016348,Pass
D0_M3_l_16_nv,ASB2,999,Fail
D0_M3_l_16_nv,CCR8,999,Fail
D0_M3_l_16_nv,CD4,19.99762551,Pass
D0_M3_l_16_nv,CTLA4,999,Fail
D0_M3_l_16_nv,FGF18,999,Fail
D0_M3_l_16_nv,HPRT1,999,Fail
D0_M3_l_16_nv,IL17A,999,Fail
D0_M3_l_16_nv,IL4R,17.74375784,Pass
D0_M3_l_16_nv,MSC,21.82090873,Pass
D0_M3_l_16_nv,PRDM1,999,Fail
D0_M3_l_16_nv,SMAD7,18.12520748,Pass
D0_M3_l_16_nv,UBC,15.8531721,Pass
D0_M3_l_16_nv,ATF3,999,Fail
D0_M3_l_16_nv,KIT,999,Fail
D0_M3_l_16_nv,CD44,19.7399939,Pass
D0_M3_l_16_nv,CXCR3,999,Fail
D0_M3_l_16_nv,FOXP1,999,Fail
D0_M3_l_16_nv,ICOS,999,Fail
D0_M3_l_16_nv,IL2,999,Fail
D0_M3_l_16_nv,IL5,999,Fail
D0_M3_l_16_nv,MYB,999,Fail
D0_M3_l_16_nv,PTGIR,999,Fail
D0_M3_l_16_nv,TBX21,999,Fail
D0_M3_l_16_nv,VDR,22.0505696,Pass
D0_M3_l_16_nv,IFNG,999,Fail
D0_M3_l_16_nv,FOXP3,999,Fail
D0_M3_l_16_nv,CXCR5,999,Fail
D0_M3_l_16_nv,PTPRC,17.35027809,Pass
D0_M3_l_16_nv,ITGAM,999,Fail
D0_M3_l_16_nv,ATP5A1,17.68189221,Pass
D0_M3_l_16_nv,VIPR1,999,Fail
D0_M3_l_16_nv,TCF7,16.01296706,Fail
D0_M3_l_16_nv,PTH,999,Fail
D0_M3_l_16_nv,MYCN,999,Fail
D0_M3_l_16_nv,IL6,999,Fail
D0_M3_l_16_nv,IL21,999,Fail
D0_M3_l_16_nv,IFNGR1,18.06687005,Pass
D0_M3_l_16_nv,FSHB,999,Fail
D0_M3_l_16_nv,CXCR6,999,Fail
D0_M3_l_16_nv,NCAM1,999,Fail
D0_M3_l_16_nv,SELL,18.39273644,Pass
D0_M3_l_16_nv,ITGAX,999,Fail
D0_M3_l_16_nv,ZBTB16,999,Fail
D0_M3_l_16_nv,TCFEC,999,Fail
D0_M3_l_16_nv,RORA,999,Fail
D0_M3_l_16_nv,NCF1,999,Fail
D0_M3_l_16_nv,IL7R,16.361336,Pass
D0_M3_l_16_nv,IL23R,999,Fail
D0_M3_l_16_nv,IL10,999,Fail
D0_M3_l_16_nv,CD69,20.6685866,Pass
D0_M3_l_16_nv,GATA2,17.90186608,Pass
D0_M3_l_16_nv,CYP11A1,999,Fail
D0_M3_l_16_nv,BATF,19.93477924,Pass
D0_M3_l_16_nv,BCL2L11,18.68199594,Pass
D0_M3_l_16_nv,ZC3H12C,999,Fail
D0_M3_l_16_nv,TG,999,Fail
D0_M3_l_16_nv,RORC,999,Fail
D0_M3_l_16_nv,PHF1,999,Fail
D0_M3_l_16_nv,IL9,999,Fail
D0_M3_l_16_nv,IL25R,999,Fail
D0_M3_l_16_nv,GATA3,17.1539059,Pass
D0_M3_l_16_nv,IL27RA,999,Fail
D0_M3_l_16_nv,E2F8,999,Fail
D0_M3_l_16_nv,CD19,999,Fail
D0_M3_l_16_nv,IL2RA,999,Fail
D0_M3_l_16_nv,BCL2,999,Fail
D0_M3_l_16_nv,ZFP36,17.56460484,Pass
D0_M3_l_16_nv,TGFB1,18.49635631,Pass
D0_M3_l_16_nv,RUNX3,999,Fail
D0_M3_l_16_nv,POLR2A,19.1612758,Pass
D0_M3_l_16_nv,IRF8,21.35435758,Pass
D0_M3_l_16_nv,IL12RB2,999,Fail
D0_M3_med_9_nv,ACTN1,23.63811785,Pass
D0_M3_med_9_nv,CCR2,999,Fail
D0_M3_med_9_nv,CD33,999,Fail
D0_M3_med_9_nv,CD8A,999,Fail
D0_M3_med_9_nv,EIF2B1,25.0695862,Pass
D0_M3_med_9_nv,HBB_B2,999,Fail
D0_M3_med_9_nv,IL13,999,Fail
D0_M3_med_9_nv,IL1RL1_R,999,Fail
D0_M3_med_9_nv,JHM1D,999,Fail
D0_M3_med_9_nv,POU6F1,19.78266651,Pass
D0_M3_med_9_nv,SCML4,999,Fail
D0_M3_med_9_nv,TRIB2,999,Fail
D0_M3_med_9_nv,AHR,999,Fail
D0_M3_med_9_nv,CCR5,999,Fail
D0_M3_med_9_nv,CD3E,999,Fail
D0_M3_med_9_nv,CDH17,999,Fail
D0_M3_med_9_nv,EPAS1,999,Fail
D0_M3_med_9_nv,HLX,999,Fail
D0_M3_med_9_nv,IL13RA1,999,Fail
D0_M3_med_9_nv,IL4,999,Fail
D0_M3_med_9_nv,KLRG1,999,Fail
D0_M3_med_9_nv,PPARG,999,Fail
D0_M3_med_9_nv,IL1RL1,999,Fail
D0_M3_med_9_nv,TXK,20.5099048,Pass
D0_M3_med_9_nv,ASB2,999,Fail
D0_M3_med_9_nv,CCR8,999,Fail
D0_M3_med_9_nv,CD4,999,Fail
D0_M3_med_9_nv,CTLA4,999,Fail
D0_M3_med_9_nv,FGF18,999,Fail
D0_M3_med_9_nv,HPRT1,999,Fail
D0_M3_med_9_nv,IL17A,999,Fail
D0_M3_med_9_nv,IL4R,21.89328333,Pass
D0_M3_med_9_nv,MSC,999,Fail
D0_M3_med_9_nv,PRDM1,999,Fail
D0_M3_med_9_nv,SMAD7,999,Fail
D0_M3_med_9_nv,UBC,19.48163879,Pass
D0_M3_med_9_nv,ATF3,999,Fail
D0_M3_med_9_nv,KIT,999,Fail
D0_M3_med_9_nv,CD44,999,Fail
D0_M3_med_9_nv,CXCR3,999,Fail
D0_M3_med_9_nv,FOXP1,23.9895645,Pass
D0_M3_med_9_nv,ICOS,999,Fail
D0_M3_med_9_nv,IL2,999,Fail
D0_M3_med_9_nv,IL5,999,Fail
D0_M3_med_9_nv,MYB,999,Fail
D0_M3_med_9_nv,PTGIR,999,Fail
D0_M3_med_9_nv,TBX21,999,Fail
D0_M3_med_9_nv,VDR,999,Fail
D0_M3_med_9_nv,IFNG,999,Fail
D0_M3_med_9_nv,FOXP3,999,Fail
D0_M3_med_9_nv,CXCR5,999,Fail
D0_M3_med_9_nv,PTPRC,23.72727385,Pass
D0_M3_med_9_nv,ITGAM,999,Fail
D0_M3_med_9_nv,ATP5A1,24.38907922,Pass
D0_M3_med_9_nv,VIPR1,999,Fail
D0_M3_med_9_nv,TCF7,999,Fail
D0_M3_med_9_nv,PTH,999,Fail
D0_M3_med_9_nv,MYCN,999,Fail
D0_M3_med_9_nv,IL6,999,Fail
D0_M3_med_9_nv,IL21,999,Fail
D0_M3_med_9_nv,IFNGR1,26.34080127,Pass
D0_M3_med_9_nv,FSHB,999,Fail
D0_M3_med_9_nv,CXCR6,999,Fail
D0_M3_med_9_nv,NCAM1,999,Fail
D0_M3_med_9_nv,SELL,18.73159619,Pass
D0_M3_med_9_nv,ITGAX,999,Fail
D0_M3_med_9_nv,ZBTB16,999,Fail
D0_M3_med_9_nv,TCFEC,999,Fail
D0_M3_med_9_nv,RORA,999,Fail
D0_M3_med_9_nv,NCF1,999,Fail
D0_M3_med_9_nv,IL7R,26.11662311,Pass
D0_M3_med_9_nv,IL23R,999,Fail
D0_M3_med_9_nv,IL10,999,Fail
D0_M3_med_9_nv,CD69,999,Fail
D0_M3_med_9_nv,GATA2,999,Fail
D0_M3_med_9_nv,CYP11A1,999,Fail
D0_M3_med_9_nv,BATF,999,Fail
D0_M3_med_9_nv,BCL2L11,26.65608383,Pass
D0_M3_med_9_nv,ZC3H12C,999,Fail
D0_M3_med_9_nv,TG,999,Fail
D0_M3_med_9_nv,RORC,999,Fail
D0_M3_med_9_nv,PHF1,999,Fail
D0_M3_med_9_nv,IL9,999,Fail
D0_M3_med_9_nv,IL25R,999,Fail
D0_M3_med_9_nv,GATA3,999,Fail
D0_M3_med_9_nv,IL27RA,999,Fail
D0_M3_med_9_nv,E2F8,999,Fail
D0_M3_med_9_nv,CD19,999,Fail
D0_M3_med_9_nv,IL2RA,999,Fail
D0_M3_med_9_nv,BCL2,999,Fail
D0_M3_med_9_nv,ZFP36,20.82744874,Pass
D0_M3_med_9_nv,TGFB1,25.27950511,Pass
D0_M3_med_9_nv,RUNX3,999,Fail
D0_M3_med_9_nv,POLR2A,26.02467407,Pass
D0_M3_med_9_nv,IRF8,999,Fail
D0_M3_med_9_nv,IL12RB2,999,Fail
D0_M3_l_8_nu,ACTN1,999,Fail
D0_M3_l_8_nu,CCR2,999,Fail
D0_M3_l_8_nu,CD33,999,Fail
D0_M3_l_8_nu,CD8A,999,Fail
D0_M3_l_8_nu,EIF2B1,999,Fail
D0_M3_l_8_nu,HBB_B2,999,Fail
D0_M3_l_8_nu,IL13,999,Fail
D0_M3_l_8_nu,IL1RL1_R,999,Fail
D0_M3_l_8_nu,JHM1D,999,Fail
D0_M3_l_8_nu,POU6F1,20.27052916,Fail
D0_M3_l_8_nu,SCML4,999,Fail
D0_M3_l_8_nu,TRIB2,999,Fail
D0_M3_l_8_nu,AHR,999,Fail
D0_M3_l_8_nu,CCR5,999,Fail
D0_M3_l_8_nu,CD3E,999,Fail
D0_M3_l_8_nu,CDH17,999,Fail
D0_M3_l_8_nu,EPAS1,999,Fail
D0_M3_l_8_nu,HLX,999,Fail
D0_M3_l_8_nu,IL13RA1,999,Fail
D0_M3_l_8_nu,IL4,999,Fail
D0_M3_l_8_nu,KLRG1,999,Fail
D0_M3_l_8_nu,PPARG,999,Fail
D0_M3_l_8_nu,IL1RL1,999,Fail
D0_M3_l_8_nu,TXK,999,Fail
D0_M3_l_8_nu,ASB2,999,Fail
D0_M3_l_8_nu,CCR8,999,Fail
D0_M3_l_8_nu,CD4,999,Fail
D0_M3_l_8_nu,CTLA4,999,Fail
D0_M3_l_8_nu,FGF18,999,Fail
D0_M3_l_8_nu,HPRT1,999,Fail
D0_M3_l_8_nu,IL17A,999,Fail
D0_M3_l_8_nu,IL4R,999,Fail
D0_M3_l_8_nu,MSC,19.35133116,Pass
D0_M3_l_8_nu,PRDM1,999,Fail
D0_M3_l_8_nu,SMAD7,999,Fail
D0_M3_l_8_nu,UBC,999,Fail
D0_M3_l_8_nu,ATF3,999,Fail
D0_M3_l_8_nu,KIT,999,Fail
D0_M3_l_8_nu,CD44,999,Fail
D0_M3_l_8_nu,CXCR3,999,Fail
D0_M3_l_8_nu,FOXP1,999,Fail
D0_M3_l_8_nu,ICOS,999,Fail
D0_M3_l_8_nu,IL2,999,Fail
D0_M3_l_8_nu,IL5,999,Fail
D0_M3_l_8_nu,MYB,999,Fail
D0_M3_l_8_nu,PTGIR,999,Fail
D0_M3_l_8_nu,TBX21,999,Fail
D0_M3_l_8_nu,VDR,20.25747903,Pass
D0_M3_l_8_nu,IFNG,999,Fail
D0_M3_l_8_nu,FOXP3,999,Fail
D0_M3_l_8_nu,CXCR5,999,Fail
D0_M3_l_8_nu,PTPRC,999,Fail
D0_M3_l_8_nu,ITGAM,999,Fail
D0_M3_l_8_nu,ATP5A1,999,Fail
D0_M3_l_8_nu,VIPR1,999,Fail
D0_M3_l_8_nu,TCF7,999,Fail
D0_M3_l_8_nu,PTH,999,Fail
D0_M3_l_8_nu,MYCN,999,Fail
D0_M3_l_8_nu,IL6,999,Fail
D0_M3_l_8_nu,IL21,999,Fail
D0_M3_l_8_nu,IFNGR1,999,Fail
D0_M3_l_8_nu,FSHB,999,Fail
D0_M3_l_8_nu,CXCR6,999,Fail
D0_M3_l_8_nu,NCAM1,999,Fail
D0_M3_l_8_nu,SELL,999,Fail
D0_M3_l_8_nu,ITGAX,999,Fail
D0_M3_l_8_nu,ZBTB16,999,Fail
D0_M3_l_8_nu,TCFEC,999,Fail
D0_M3_l_8_nu,RORA,999,Fail
D0_M3_l_8_nu,NCF1,999,Fail
D0_M3_l_8_nu,IL7R,999,Fail
D0_M3_l_8_nu,IL23R,999,Fail
D0_M3_l_8_nu,IL10,999,Fail
D0_M3_l_8_nu,CD69,999,Fail
D0_M3_l_8_nu,GATA2,999,Fail
D0_M3_l_8_nu,CYP11A1,999,Fail
D0_M3_l_8_nu,BATF,999,Fail
D0_M3_l_8_nu,BCL2L11,999,Fail
D0_M3_l_8_nu,ZC3H12C,999,Fail
D0_M3_l_8_nu,TG,999,Fail
D0_M3_l_8_nu,RORC,999,Fail
D0_M3_l_8_nu,PHF1,999,Fail
D0_M3_l_8_nu,IL9,999,Fail
D0_M3_l_8_nu,IL25R,999,Fail
D0_M3_l_8_nu,GATA3,999,Fail
D0_M3_l_8_nu,IL27RA,999,Fail
D0_M3_l_8_nu,E2F8,999,Fail
D0_M3_l_8_nu,CD19,999,Fail
D0_M3_l_8_nu,IL2RA,999,Fail
D0_M3_l_8_nu,BCL2,999,Fail
D0_M3_l_8_nu,ZFP36,999,Fail
D0_M3_l_8_nu,TGFB1,999,Fail
D0_M3_l_8_nu,RUNX3,999,Fail
D0_M3_l_8_nu,POLR2A,999,Fail
D0_M3_l_8_nu,IRF8,999,Fail
D0_M3_l_8_nu,IL12RB2,999,Fail
D0_M3_med_1_nu,ACTN1,999,Fail
D0_M3_med_1_nu,CCR2,16.61913248,Pass
D0_M3_med_1_nu,CD33,999,Fail
D0_M3_med_1_nu,CD8A,999,Fail
D0_M3_med_1_nu,EIF2B1,999,Fail
D0_M3_med_1_nu,HBB_B2,999,Fail
D0_M3_med_1_nu,IL13,999,Fail
D0_M3_med_1_nu,IL1RL1_R,999,Fail
D0_M3_med_1_nu,JHM1D,22.3150668,Fail
D0_M3_med_1_nu,POU6F1,999,Fail
D0_M3_med_1_nu,SCML4,21.5902521,Pass
D0_M3_med_1_nu,TRIB2,999,Fail
D0_M3_med_1_nu,AHR,18.79365584,Pass
D0_M3_med_1_nu,CCR5,999,Fail
D0_M3_med_1_nu,CD3E,16.68226168,Pass
D0_M3_med_1_nu,CDH17,999,Fail
D0_M3_med_1_nu,EPAS1,19.70093056,Pass
D0_M3_med_1_nu,HLX,999,Fail
D0_M3_med_1_nu,IL13RA1,999,Fail
D0_M3_med_1_nu,IL4,999,Fail
D0_M3_med_1_nu,KLRG1,999,Fail
D0_M3_med_1_nu,PPARG,999,Fail
D0_M3_med_1_nu,IL1RL1,999,Fail
D0_M3_med_1_nu,TXK,18.520357,Pass
D0_M3_med_1_nu,ASB2,18.44486582,Pass
D0_M3_med_1_nu,CCR8,21.09706234,Fail
D0_M3_med_1_nu,CD4,999,Fail
D0_M3_med_1_nu,CTLA4,999,Fail
D0_M3_med_1_nu,FGF18,999,Fail
D0_M3_med_1_nu,HPRT1,18.1975058,Pass
D0_M3_med_1_nu,IL17A,999,Fail
D0_M3_med_1_nu,IL4R,999,Fail
D0_M3_med_1_nu,MSC,999,Fail
D0_M3_med_1_nu,PRDM1,999,Fail
D0_M3_med_1_nu,SMAD7,999,Fail
D0_M3_med_1_nu,UBC,16.61851881,Pass
D0_M3_med_1_nu,ATF3,999,Fail
D0_M3_med_1_nu,KIT,999,Fail
D0_M3_med_1_nu,CD44,17.9673821,Pass
D0_M3_med_1_nu,CXCR3,999,Fail
D0_M3_med_1_nu,FOXP1,999,Fail
D0_M3_med_1_nu,ICOS,17.36889515,Fail
D0_M3_med_1_nu,IL2,999,Fail
D0_M3_med_1_nu,IL5,999,Fail
D0_M3_med_1_nu,MYB,999,Fail
D0_M3_med_1_nu,PTGIR,999,Fail
D0_M3_med_1_nu,TBX21,999,Fail
D0_M3_med_1_nu,VDR,19.40041286,Pass
D0_M3_med_1_nu,IFNG,999,Fail
D0_M3_med_1_nu,FOXP3,999,Fail
D0_M3_med_1_nu,CXCR5,999,Fail
D0_M3_med_1_nu,PTPRC,999,Fail
D0_M3_med_1_nu,ITGAM,999,Fail
D0_M3_med_1_nu,ATP5A1,16.83030587,Pass
D0_M3_med_1_nu,VIPR1,999,Fail
D0_M3_med_1_nu,TCF7,17.72150353,Pass
D0_M3_med_1_nu,PTH,999,Fail
D0_M3_med_1_nu,MYCN,21.02912231,Pass
D0_M3_med_1_nu,IL6,999,Fail
D0_M3_med_1_nu,IL21,999,Fail
D0_M3_med_1_nu,IFNGR1,16.38853972,Pass
D0_M3_med_1_nu,FSHB,999,Fail
D0_M3_med_1_nu,CXCR6,15.91132977,Pass
D0_M3_med_1_nu,NCAM1,999,Fail
D0_M3_med_1_nu,SELL,999,Fail
D0_M3_med_1_nu,ITGAX,999,Fail
D0_M3_med_1_nu,ZBTB16,19.78345555,Pass
D0_M3_med_1_nu,TCFEC,999,Fail
D0_M3_med_1_nu,RORA,18.67034278,Pass
D0_M3_med_1_nu,NCF1,999,Fail
D0_M3_med_1_nu,IL7R,13.65402868,Pass
D0_M3_med_1_nu,IL23R,18.57948652,Pass
D0_M3_med_1_nu,IL10,999,Fail
D0_M3_med_1_nu,CD69,999,Fail
D0_M3_med_1_nu,GATA2,17.07772539,Pass
D0_M3_med_1_nu,CYP11A1,999,Fail
D0_M3_med_1_nu,BATF,20.62546769,Pass
D0_M3_med_1_nu,BCL2L11,999,Fail
