Cell,Gene,Ct,Call
D03_M6_g_4_nu,CXCR3,999,Fail
D03_M6_g_4_nu,FOXP1,999,Fail
D03_M6_g_4_nu,ICOS,999,Fail
D03_M6_g_4_nu,IL2,999,Fail
D03_M6_g_4_nu,IL5,999,Fail
D03_M6_g_4_nu,MYB,999,Fail
D03_M6_g_4_nu,PTGIR,999,Fail
D03_M6_g_4_nu,TBX21,999,Fail
D03_M6_g_4_nu,VDR,23.48882578,Pass
D03_M6_g_4_nu,IFNG,999,Fail
D03_M6_g_4_nu,FOXP3,999,Fail
D03_M6_g_4_nu,CXCR5,999,Fail
D03_M6_g_4_nu,PTPRC,999,Fail
D03_M6_g_4_nu,ITGAM,999,Fail
D03_M6_g_4_nu,ATP5A1,999,Fail
D03_M6_g_4_nu,VIPR1,999,Fail
D03_M6_g_4_nu,TCF7,999,Fail
D03_M6_g_4_nu,PTH,999,Fail
D03_M6_g_4_nu,MYCN,999,Fail
D03_M6_g_4_nu,IL6,999,Fail
D03_M6_g_4_nu,IL21,999,Fail
D03_M6_g_4_nu,IFNGR1,999,Fail
D03_M6_g_4_nu,FSHB,999,Fail
D03_M6_g_4_nu,CXCR6,999,Fail
D03_M6_g_4_nu,NCAM1,999,Fail
D03_M6_g_4_nu,SELL,999,Fail
D03_M6_g_4_nu,ITGAX,999,Fail
D03_M6_g_4_nu,ZBTB16,999,Fail
D03_M6_g_4_nu,TCFEC,999,Fail
D03_M6_g_4_nu,RORA,999,Fail
D03_M6_g_4_nu,NCF1,999,Fail
D03_M6_g_4_nu,IL7R,999,Fail
D03_M6_g_4_nu,IL23R,999,Fail
D03_M6_g_4_nu,IL10,999,Fail
D03_M6_g_4_nu,CD69,999,Fail
D03_M6_g_4_nu,GATA2,999,Fail
D03_M6_g_4_nu,CYP11A1,999,Fail
D03_M6_g_4_nu,BATF,999,Fail
D03_M6_g_4_nu,BCL2L11,999,Fail
D03_M6_g_4_nu,ZC3H12C,999,Fail
D03_M6_g_4_nu,TG,999,Fail
D03_M6_g_4_nu,RORC,999,Fail
D03_M6_g_4_nu,PHF1,999,Fail
D03_M6_g_4_nu,IL9,999,Fail
D03_M6_g_4_nu,IL25R,999,Fail
D03_M6_g_4_nu,GATA3,21.58009346,Pass
D03_M6_g_4_nu,IL27RA,999,Fail
D03_M6_g_4_nu,E2F8,999,Fail
D03_M6_g_4_nu,CD19,999,Fail
D03_M6_g_4_nu,IL2RA,999,Fail
D03_M6_g_4_nu,BCL2,999,Fail
D03_M6_g_4_nu,ZFP36,999,Fail
D03_M6_g_4_nu,TGFB1,999,Fail
D03_M6_g_4_nu,RUNX3,999,Fail
D03_M6_g_4_nu,POLR2A,999,Fail
D03_M6_g_4_nu,IRF8,999,Fail
D03_M6_g_4_nu,IL12RB2,999,Fail
D03_M6_l_21_ac,ACTN1,21.93296736,Pass
D03_M6_l_21_ac,CCR2,999,Fail
D03_M6_l_21_ac,CD33,999,Fail
D03_M6_l_21_ac,CD8A,23.6053366,Pass
D03_M6_l_21_ac,EIF2B1,999,Fail
D03_M6_l_21_ac,HBB_B2,999,Fail
D03_M6_l_21_ac,IL13,999,Fail
D03_M6_l_21_ac,IL1RL1_R,999,Fail
D03_M6_l_21_ac,JHM1D,25.62227658,Pass
D03_M6_l_21_ac,POU6F1,999,Fail
D03_M6_l_21_ac,SCML4,24.25525782,Pass
D03_M6_l_21_ac,TRIB2,999,Fail
D03_M6_l_21_ac,AHR,999,Fail
D03_M6_l_21_ac,CCR5,999,Fail
D03_M6_l_21_ac,CD3E,20.21252105,Pass
D03_M6_l_21_ac,CDH17,999,Fail
D03_M6_l_21_ac,EPAS1,999,Fail
D03_M6_l_21_ac,HLX,999,Fail
D03_M6_l_21_ac,IL13RA1,999,Fail
D03_M6_l_21_ac,IL4,999,Fail
D03_M6_l_21_ac,KLRG1,999,Fail
D03_M6_l_21_ac,PPARG,999,Fail
D03_M6_l_21_ac,IL1RL1,999,Fail
D03_M6_l_21_ac,TXK,23.78134971,Pass
D03_M6_l_21_ac,ASB2,999,Fail
D03_M6_l_21_ac,CCR8,999,Fail
D03_M6_l_21_ac,CD4,999,Fail
D03_M6_l_21_ac,CTLA4,999,Fail
D03_M6_l_21_ac,FGF18,999,Fail
D03_M6_l_21_ac,HPRT1,21.98844707,Pass
D03_M6_l_21_ac,IL17A,999,Fail
D03_M6_l_21_ac,IL4R,999,Fail
D03_M6_l_21_ac,MSC,999,Fail
D03_M6_l_21_ac,PRDM1,999,Fail
D03_M6_l_21_ac,SMAD7,21.61817123,Pass
D03_M6_l_21_ac,UBC,17.21689501,Pass
D03_M6_l_21_ac,ATF3,999,Fail
D03_M6_l_21_ac,KIT,999,Fail
D03_M6_l_21_ac,CD44,999,Fail
D03_M6_l_21_ac,CXCR3,999,Fail
D03_M6_l_21_ac,FOXP1,19.33362464,Pass
D03_M6_l_21_ac,ICOS,999,Fail
D03_M6_l_21_ac,IL2,999,Fail
D03_M6_l_21_ac,IL5,999,Fail
D03_M6_l_21_ac,MYB,999,Fail
D03_M6_l_21_ac,PTGIR,999,Fail
D03_M6_l_21_ac,TBX21,999,Fail
D03_M6_l_21_ac,VDR,999,Fail
D03_M6_l_21_ac,IFNG,999,Fail
D03_M6_l_21_ac,FOXP3,999,Fail
D03_M6_l_21_ac,CXCR5,999,Fail
D03_M6_l_21_ac,PTPRC,18.26230086,Pass
D03_M6_l_21_ac,ITGAM,999,Fail
D03_M6_l_21_ac,ATP5A1,19.87931714,Pass
D03_M6_l_21_ac,VIPR1,999,Fail
D03_M6_l_21_ac,TCF7,19.26890313,Pass
D03_M6_l_21_ac,PTH,999,Fail
D03_M6_l_21_ac,MYCN,999,Fail
D03_M6_l_21_ac,IL6,999,Fail
D03_M6_l_21_ac,IL21,999,Fail
D03_M6_l_21_ac,IFNGR1,21.7190104,Pass
D03_M6_l_21_ac,FSHB,999,Fail
D03_M6_l_21_ac,CXCR6,21.64718347,Pass
D03_M6_l_21_ac,NCAM1,999,Fail
D03_M6_l_21_ac,SELL,17.98362172,Pass
D03_M6_l_21_ac,ITGAX,999,Fail
D03_M6_l_21_ac,ZBTB16,999,Fail
D03_M6_l_21_ac,TCFEC,999,Fail
D03_M6_l_21_ac,RORA,999,Fail
D03_M6_l_21_ac,NCF1,999,Fail
D03_M6_l_21_ac,IL7R,999,Fail
D03_M6_l_21_ac,IL23R,999,Fail
D03_M6_l_21_ac,IL10,999,Fail
D03_M6_l_21_ac,CD69,999,Fail
D03_M6_l_21_ac,GATA2,19.748609,Pass
D03_M6_l_21_ac,CYP11A1,999,Fail
D03_M6_l_21_ac,BATF,999,Fail
D03_M6_l_21_ac,BCL2L11,22.71416899,Pass
D03_M6_l_21_ac,ZC3H12C,999,Fail
D03_M6_l_21_ac,TG,999,Fail
D03_M6_l_21_ac,RORC,999,Fail
D03_M6_l_21_ac,PHF1,21.38840751,Pass
D03_M6_l_21_ac,IL9,999,Fail
D03_M6_l_21_ac,IL25R,999,Fail
D03_M6_l_21_ac,GATA3,21.28531416,Pass
D03_M6_l_21_ac,IL27RA,999,Fail
D03_M6_l_21_ac,E2F8,999,Fail
D03_M6_l_21_ac,CD19,999,Fail
D03_M6_l_21_ac,IL2RA,999,Fail
D03_M6_l_21_ac,BCL2,999,Fail
D03_M6_l_21_ac,ZFP36,14.97789717,Pass
D03_M6_l_21_ac,TGFB1,21.62900007,Pass
D03_M6_l_21_ac,RUNX3,21.44432883,Pass
D03_M6_l_21_ac,POLR2A,22.66316704,Pass
D03_M6_l_21_ac,IRF8,999,Fail
D03_M6_l_21_ac,IL12RB2,999,Fail
D03_M6_med_20_ac,ACTN1,20.08848257,Pass
D03_M6_med_20_ac,CCR2,999,Fail
D03_M6_med_20_ac,CD33,999,Fail
D03_M6_med_20_ac,CD8A,20.52825037,Pass
D03_M6_med_20_ac,EIF2B1,999,Fail
D03_M6_med_20_ac,HBB_B2,999,Fail
D03_M6_med_20_ac,IL13,999,Fail
D03_M6_med_20_ac,IL1RL1_R,999,Fail
D03_M6_med_20_ac,JHM1D,25.19092432,Pass
D03_M6_med_20_ac,POU6F1,999,Fail
D03_M6_med_20_ac,SCML4,999,Fail
D03_M6_med_20_ac,TRIB2,999,Fail
D03_M6_med_20_ac,AHR,999,Fail
D03_M6_med_20_ac,CCR5,999,Fail
D03_M6_med_20_ac,CD3E,19.3517817,Pass
D03_M6_med_20_ac,CDH17,999,Fail
D03_M6_med_20_ac,EPAS1,999,Fail
D03_M6_med_20_ac,HLX,999,Fail
D03_M6_med_20_ac,IL13RA1,999,Fail
D03_M6_med_20_ac,IL4,999,Fail
D03_M6_med_20_ac,KLRG1,999,Fail
D03_M6_med_20_ac,PPARG,999,Fail
D03_M6_med_20_ac,IL1RL1,999,Fail
D03_M6_med_20_ac,TXK,22.71316321,Pass
D03_M6_med_20_ac,ASB2,999,Fail
D03_M6_med_20_ac,CCR8,999,Fail
D03_M6_med_20_ac,CD4,999,Fail
D03_M6_med_20_ac,CTLA4,999,Fail
D03_M6_med_20_ac,FGF18,999,Fail
D03_M6_med_20_ac,HPRT1,21.51165348,Pass
D03_M6_med_20_ac,IL17A,999,Fail
D03_M6_med_20_ac,IL4R,21.55100359,Pass
D03_M6_med_20_ac,MSC,999,Fail
D03_M6_med_20_ac,PRDM1,999,Fail
D03_M6_med_20_ac,SMAD7,999,Fail
D03_M6_med_20_ac,UBC,17.46529004,Pass
D03_M6_med_20_ac,ATF3,999,Fail
D03_M6_med_20_ac,KIT,21.7623369,Pass
D03_M6_med_20_ac,CD44,999,Fail
D03_M6_med_20_ac,CXCR3,999,Fail
D03_M6_med_20_ac,FOXP1,18.62748261,Pass
D03_M6_med_20_ac,ICOS,999,Fail
D03_M6_med_20_ac,IL2,999,Fail
D03_M6_med_20_ac,IL5,999,Fail
D03_M6_med_20_ac,MYB,17.61986652,Pass
D03_M6_med_20_ac,PTGIR,999,Fail
D03_M6_med_20_ac,TBX21,999,Fail
D03_M6_med_20_ac,VDR,21.92737166,Pass
D03_M6_med_20_ac,IFNG,999,Fail
D03_M6_med_20_ac,FOXP3,999,Fail
D03_M6_med_20_ac,CXCR5,999,Fail
D03_M6_med_20_ac,PTPRC,17.37516498,Pass
D03_M6_med_20_ac,ITGAM,999,Fail
D03_M6_med_20_ac,ATP5A1,20.46801279,Pass
D03_M6_med_20_ac,VIPR1,999,Fail
D03_M6_med_20_ac,TCF7,17.24379002,Pass
D03_M6_med_20_ac,PTH,999,Fail
D03_M6_med_20_ac,MYCN,999,Fail
D03_M6_med_20_ac,IL6,999,Fail
D03_M6_med_20_ac,IL21,999,Fail
D03_M6_med_20_ac,IFNGR1,999,Fail
D03_M6_med_20_ac,FSHB,999,Fail
D03_M6_med_20_ac,CXCR6,23.03656678,Pass
D03_M6_med_20_ac,NCAM1,999,Fail
D03_M6_med_20_ac,SELL,22.23098687,Pass
D03_M6_med_20_ac,ITGAX,999,Fail
D03_M6_med_20_ac,ZBTB16,999,Fail
D03_M6_med_20_ac,TCFEC,999,Fail
D03_M6_med_20_ac,RORA,21.18017847,Pass
D03_M6_med_20_ac,NCF1,999,Fail
D03_M6_med_20_ac,IL7R,999,Fail
D03_M6_med_20_ac,IL23R,999,Fail
D03_M6_med_20_ac,IL10,999,Fail
D03_M6_med_20_ac,CD69,21.61464711,Pass
D03_M6_med_20_ac,GATA2,19.0020483,Pass
D03_M6_med_20_ac,CYP11A1,999,Fail
D03_M6_med_20_ac,BATF,999,Fail
D03_M6_med_20_ac,BCL2L11,999,Fail
D03_M6_med_20_ac,ZC3H12C,999,Fail
D03_M6_med_20_ac,TG,999,Fail
D03_M6_med_20_ac,RORC,999,Fail
D03_M6_med_20_ac,PHF1,999,Fail
D03_M6_med_20_ac,IL9,999,Fail
D03_M6_med_20_ac,IL25R,999,Fail
D03_M6_med_20_ac,GATA3,20.69726369,Pass
D03_M6_med_20_ac,IL27RA,21.42297256,Pass
D03_M6_med_20_ac,E2F8,999,Fail
D03_M6_med_20_ac,CD19,999,Fail
D03_M6_med_20_ac,IL2RA,999,Fail
D03_M6_med_20_ac,BCL2,999,Fail
D03_M6_med_20_ac,ZFP36,18.75052625,Pass
D03_M6_med_20_ac,TGFB1,20.11077014,Pass
D03_M6_med_20_ac,RUNX3,999,Fail
D03_M6_med_20_ac,POLR2A,20.73321633,Pass
D03_M6_med_20_ac,IRF8,25.98401795,Pass
D03_M6_med_20_ac,IL12RB2,999,Fail
D03_M6_l_13_ac,ACTN1,999,Fail
D03_M6_l_13_ac,CCR2,999,Fail
D03_M6_l_13_ac,CD33,999,Fail
D03_M6_l_13_ac,CD8A,999,Fail
D03_M6_l_13_ac,EIF2B1,999,Fail
D03_M6_l_13_ac,HBB_B2,999,Fail
D03_M6_l_13_ac,IL13,999,Fail
D03_M6_l_13_ac,IL1RL1_R,999,Fail
D03_M6_l_13_ac,JHM1D,999,Fail
D03_M6_l_13_ac,POU6F1,23.10682565,Pass
D03_M6_l_13_ac,SCML4,999,Fail
D03_M6_l_13_ac,TRIB2,999,Fail
D03_M6_l_13_ac,AHR,999,Fail
D03_M6_l_13_ac,CCR5,999,Fail
D03_M6_l_13_ac,CD3E,20.27923545,Pass
D03_M6_l_13_ac,CDH17,999,Fail
D03_M6_l_13_ac,EPAS1,20.17136248,Pass
D03_M6_l_13_ac,HLX,999,Fail
D03_M6_l_13_ac,IL13RA1,999,Fail
D03_M6_l_13_ac,IL4,999,Fail
D03_M6_l_13_ac,KLRG1,999,Fail
D03_M6_l_13_ac,PPARG,999,Fail
D03_M6_l_13_ac,IL1RL1,999,Fail
D03_M6_l_13_ac,TXK,21.30502668,Pass
D03_M6_l_13_ac,ASB2,999,Fail
D03_M6_l_13_ac,CCR8,999,Fail
D03_M6_l_13_ac,CD4,21.60345798,Pass
D03_M6_l_13_ac,CTLA4,999,Fail
D03_M6_l_13_ac,FGF18,999,Fail
D03_M6_l_13_ac,HPRT1,22.38774709,Pass
D03_M6_l_13_ac,IL17A,999,Fail
D03_M6_l_13_ac,IL4R,999,Fail
D03_M6_l_13_ac,MSC,999,Fail
D03_M6_l_13_ac,PRDM1,999,Fail
D03_M6_l_13_ac,SMAD7,19.86150293,Pass
D03_M6_l_13_ac,UBC,17.12164304,Pass
D03_M6_l_13_ac,ATF3,20.29501584,Pass
D03_M6_l_13_ac,KIT,999,Fail
D03_M6_l_13_ac,CD44,21.15632065,Pass
D03_M6_l_13_ac,CXCR3,999,Fail
D03_M6_l_13_ac,FOXP1,999,Fail
D03_M6_l_13_ac,ICOS,20.81550283,Pass
D03_M6_l_13_ac,IL2,999,Fail
D03_M6_l_13_ac,IL5,999,Fail
D03_M6_l_13_ac,MYB,999,Fail
D03_M6_l_13_ac,PTGIR,999,Fail
D03_M6_l_13_ac,TBX21,999,Fail
D03_M6_l_13_ac,VDR,999,Fail
D03_M6_l_13_ac,IFNG,999,Fail
D03_M6_l_13_ac,FOXP3,999,Fail
D03_M6_l_13_ac,CXCR5,999,Fail
D03_M6_l_13_ac,PTPRC,19.2175913,Pass
D03_M6_l_13_ac,ITGAM,999,Fail
D03_M6_l_13_ac,ATP5A1,21.06423825,Pass
D03_M6_l_13_ac,VIPR1,999,Fail
D03_M6_l_13_ac,TCF7,21.02945952,Pass
D03_M6_l_13_ac,PTH,999,Fail
D03_M6_l_13_ac,MYCN,999,Fail
D03_M6_l_13_ac,IL6,999,Fail
D03_M6_l_13_ac,IL21,999,Fail
D03_M6_l_13_ac,IFNGR1,999,Fail
D03_M6_l_13_ac,FSHB,999,Fail
D03_M6_l_13_ac,CXCR6,999,Fail
D03_M6_l_13_ac,NCAM1,999,Fail
D03_M6_l_13_ac,SELL,999,Fail
D03_M6_l_13_ac,ITGAX,999,Fail
D03_M6_l_13_ac,ZBTB16,20.39757792,Pass
D03_M6_l_13_ac,TCFEC,999,Fail
D03_M6_l_13_ac,RORA,21.32284106,Pass
D03_M6_l_13_ac,NCF1,999,Fail
D03_M6_l_13_ac,IL7R,19.23377343,Pass
D03_M6_l_13_ac,IL23R,999,Fail
D03_M6_l_13_ac,IL10,999,Fail
D03_M6_l_13_ac,CD69,23.33194583,Pass
D03_M6_l_13_ac,GATA2,19.95966101,Pass
D03_M6_l_13_ac,CYP11A1,999,Fail
D03_M6_l_13_ac,BATF,999,Fail
D03_M6_l_13_ac,BCL2L11,999,Fail
D03_M6_l_13_ac,ZC3H12C,999,Fail
D03_M6_l_13_ac,TG,999,Fail
D03_M6_l_13_ac,RORC,999,Fail
D03_M6_l_13_ac,PHF1,23.11154211,Pass
D03_M6_l_13_ac,IL9,999,Fail
D03_M6_l_13_ac,IL25R,999,Fail
D03_M6_l_13_ac,GATA3,19.2463157,Pass
D03_M6_l_13_ac,IL27RA,999,Fail
D03_M6_l_13_ac,E2F8,999,Fail
D03_M6_l_13_ac,CD19,999,Fail
D03_M6_l_13_ac,IL2RA,22.93099235,Pass
D03_M6_l_13_ac,BCL2,999,Fail
D03_M6_l_13_ac,ZFP36,14.70280305,Pass
D03_M6_l_13_ac,TGFB1,19.03656086,Pass
D03_M6_l_13_ac,RUNX3,999,Fail
D03_M6_l_13_ac,POLR2A,999,Fail
D03_M6_l_13_ac,IRF8,999,Fail
D03_M6_l_13_ac,IL12RB2,999,Fail
D03_M6_med_12_nv,ACTN1,19.77662664,Pass
D03_M6_med_12_nv,CCR2,999,Fail
D03_M6_med_12_nv,CD33,999,Fail
D03_M6_med_12_nv,CD8A,999,Fail
D03_M6_med_12_nv,EIF2B1,999,Fail
D03_M6_med_12_nv,HBB_B2,999,Fail
D03_M6_med_12_nv,IL13,999,Fail
D03_M6_med_12_nv,IL1RL1_R,999,Fail
D03_M6_med_12_nv,JHM1D,26.6536106,Pass
D03_M6_med_12_nv,POU6F1,23.74367354,Pass
D03_M6_med_12_nv,SCML4,23.89648933,Pass
D03_M6_med_12_nv,TRIB2,31.85631383,Pass
D03_M6_med_12_nv,AHR,999,Fail
D03_M6_med_12_nv,CCR5,999,Fail
D03_M6_med_12_nv,CD3E,19.75551135,Pass
D03_M6_med_12_nv,CDH17,999,Fail
D03_M6_med_12_nv,EPAS1,999,Fail
D03_M6_med_12_nv,HLX,999,Fail
D03_M6_med_12_nv,IL13RA1,999,Fail
D03_M6_med_12_nv,IL4,999,Fail
D03_M6_med_12_nv,KLRG1,999,Fail
D03_M6_med_12_nv,PPARG,999,Fail
D03_M6_med_12_nv,IL1RL1,999,Fail
D03_M6_med_12_nv,TXK,21.63956521,Pass
D03_M6_med_12_nv,ASB2,999,Fail
D03_M6_med_12_nv,CCR8,999,Fail
D03_M6_med_12_nv,CD4,21.95297475,Pass
D03_M6_med_12_nv,CTLA4,999,Fail
D03_M6_med_12_nv,FGF18,999,Fail
D03_M6_med_12_nv,HPRT1,999,Fail
D03_M6_med_12_nv,IL17A,999,Fail
D03_M6_med_12_nv,IL4R,999,Fail
D03_M6_med_12_nv,MSC,999,Fail
D03_M6_med_12_nv,PRDM1,999,Fail
D03_M6_med_12_nv,SMAD7,20.24123974,Pass
D03_M6_med_12_nv,UBC,17.35600137,Pass
D03_M6_med_12_nv,ATF3,999,Fail
D03_M6_med_12_nv,KIT,999,Fail
D03_M6_med_12_nv,CD44,21.83612242,Pass
D03_M6_med_12_nv,CXCR3,999,Fail
D03_M6_med_12_nv,FOXP1,21.42437926,Pass
D03_M6_med_12_nv,ICOS,999,Fail
D03_M6_med_12_nv,IL2,999,Fail
D03_M6_med_12_nv,IL5,999,Fail
D03_M6_med_12_nv,MYB,999,Fail
D03_M6_med_12_nv,PTGIR,999,Fail
D03_M6_med_12_nv,TBX21,999,Fail
D03_M6_med_12_nv,VDR,999,Fail
D03_M6_med_12_nv,IFNG,999,Fail
D03_M6_med_12_nv,FOXP3,999,Fail
D03_M6_med_12_nv,CXCR5,999,Fail
D03_M6_med_12_nv,PTPRC,19.13566443,Pass
D03_M6_med_12_nv,ITGAM,999,Fail
D03_M6_med_12_nv,ATP5A1,22.27107437,Pass
D03_M6_med_12_nv,VIPR1,999,Fail
D03_M6_med_12_nv,TCF7,19.40588326,Pass
D03_M6_med_12_nv,PTH,999,Fail
D03_M6_med_12_nv,MYCN,999,Fail
D03_M6_med_12_nv,IL6,999,Fail
D03_M6_med_12_nv,IL21,999,Fail
D03_M6_med_12_nv,IFNGR1,22.60352584,Pass
D03_M6_med_12_nv,FSHB,999,Fail
D03_M6_med_12_nv,CXCR6,999,Fail
D03_M6_med_12_nv,NCAM1,999,Fail
D03_M6_med_12_nv,SELL,18.00966113,Pass
D03_M6_med_12_nv,ITGAX,999,Fail
D03_M6_med_12_nv,ZBTB16,999,Fail
D03_M6_med_12_nv,TCFEC,999,Fail
D03_M6_med_12_nv,RORA,999,Fail
D03_M6_med_12_nv,NCF1,999,Fail
D03_M6_med_12_nv,IL7R,20.50501356,Pass
D03_M6_med_12_nv,IL23R,999,Fail
D03_M6_med_12_nv,IL10,999,Fail
D03_M6_med_12_nv,CD69,18.91375349,Pass
D03_M6_med_12_nv,GATA2,20.32827764,Pass
D03_M6_med_12_nv,CYP11A1,999,Fail
D03_M6_med_12_nv,BATF,999,Fail
D03_M6_med_12_nv,BCL2L11,23.0270631,Pass
D03_M6_med_12_nv,ZC3H12C,999,Fail
D03_M6_med_12_nv,TG,999,Fail
D03_M6_med_12_nv,RORC,999,Fail
D03_M6_med_12_nv,PHF1,999,Fail
D03_M6_med_12_nv,IL9,999,Fail
D03_M6_med_12_nv,IL25R,999,Fail
D03_M6_med_12_nv,GATA3,20.42015251,Pass
D03_M6_med_12_nv,IL27RA,22.91577985,Pass
D03_M6_med_12_nv,E2F8,999,Fail
D03_M6_med_12_nv,CD19,999,Fail
D03_M6_med_12_nv,IL2RA,999,Fail
D03_M6_med_12_nv,BCL2,999,Fail
D03_M6_med_12_nv,ZFP36,16.7551108,Pass
D03_M6_med_12_nv,TGFB1,19.74244105,Pass
D03_M6_med_12_nv,RUNX3,21.17570081,Pass
D03_M6_med_12_nv,POLR2A,999,Fail
D03_M6_med_12_nv,IRF8,999,Fail
D03_M6_med_12_nv,IL12RB2,999,Fail
D03_M6_l_5_nu,ACTN1,999,Fail
D03_M6_l_5_nu,CCR2,999,Fail
D03_M6_l_5_nu,CD33,999,Fail
D03_M6_l_5_nu,CD8A,999,Fail
D03_M6_l_5_nu,EIF2B1,999,Fail
D03_M6_l_5_nu,HBB_B2,999,Fail
D03_M6_l_5_nu,IL13,999,Fail
D03_M6_l_5_nu,IL1RL1_R,999,Fail
D03_M6_l_5_nu,JHM1D,999,Fail
D03_M6_l_5_nu,POU6F1,999,Fail
D03_M6_l_5_nu,SCML4,999,Fail
D03_M6_l_5_nu,TRIB2,999,Fail
D03_M6_l_5_nu,AHR,999,Fail
D03_M6_l_5_nu,CCR5,999,Fail
D03_M6_l_5_nu,CD3E,999,Fail
D03_M6_l_5_nu,CDH17,999,Fail
D03_M6_l_5_nu,EPAS1,999,Fail
D03_M6_l_5_nu,HLX,999,Fail
D03_M6_l_5_nu,IL13RA1,999,Fail
D03_M6_l_5_nu,IL4,999,Fail
D03_M6_l_5_nu,KLRG1,999,Fail
D03_M6_l_5_nu,PPARG,999,Fail
D03_M6_l_5_nu,IL1RL1,999,Fail
D03_M6_l_5_nu,TXK,999,Fail
D03_M6_l_5_nu,ASB2,999,Fail
D03_M6_l_5_nu,CCR8,999,Fail
D03_M6_l_5_nu,CD4,999,Fail
D03_M6_l_5_nu,CTLA4,999,Fail
D03_M6_l_5_nu,FGF18,999,Fail
D03_M6_l_5_nu,HPRT1,999,Fail
D03_M6_l_5_nu,IL17A,999,Fail
D03_M6_l_5_nu,IL4R,999,Fail
D03_M6_l_5_nu,MSC,999,Fail
D03_M6_l_5_nu,PRDM1,999,Fail
D03_M6_l_5_nu,SMAD7,999,Fail
D03_M6_l_5_nu,UBC,28.69234971,Pass
D03_M6_l_5_nu,ATF3,999,Fail
D03_M6_l_5_nu,KIT,999,Fail
D03_M6_l_5_nu,CD44,999,Fail
D03_M6_l_5_nu,CXCR3,999,Fail
D03_M6_l_5_nu,FOXP1,999,Fail
D03_M6_l_5_nu,ICOS,999,Fail
D03_M6_l_5_nu,IL2,999,Fail
D03_M6_l_5_nu,IL5,999,Fail
D03_M6_l_5_nu,MYB,999,Fail
D03_M6_l_5_nu,PTGIR,999,Fail
D03_M6_l_5_nu,TBX21,999,Fail
D03_M6_l_5_nu,VDR,999,Fail
D03_M6_l_5_nu,IFNG,999,Fail
D03_M6_l_5_nu,FOXP3,999,Fail
D03_M6_l_5_nu,CXCR5,999,Fail
D03_M6_l_5_nu,PTPRC,999,Fail
D03_M6_l_5_nu,ITGAM,999,Fail
D03_M6_l_5_nu,ATP5A1,999,Fail
D03_M6_l_5_nu,VIPR1,999,Fail
D03_M6_l_5_nu,TCF7,999,Fail
D03_M6_l_5_nu,PTH,999,Fail
D03_M6_l_5_nu,MYCN,999,Fail
D03_M6_l_5_nu,IL6,999,Fail
D03_M6_l_5_nu,IL21,999,Fail
D03_M6_l_5_nu,IFNGR1,999,Fail
D03_M6_l_5_nu,FSHB,999,Fail
D03_M6_l_5_nu,CXCR6,999,Fail
D03_M6_l_5_nu,NCAM1,999,Fail
D03_M6_l_5_nu,SELL,999,Fail
D03_M6_l_5_nu,ITGAX,999,Fail
D03_M6_l_5_nu,ZBTB16,999,Fail
D03_M6_l_5_nu,TCFEC,999,Fail
D03_M6_l_5_nu,RORA,999,Fail
D03_M6_l_5_nu,NCF1,999,Fail
D03_M6_l_5_nu,IL7R,999,Fail
D03_M6_l_5_nu,IL23R,999,Fail
D03_M6_l_5_nu,IL10,999,Fail
D03_M6_l_5_nu,CD69,999,Fail
D03_M6_l_5_nu,GATA2,18.92267143,Pass
D03_M6_l_5_nu,CYP11A1,999,Fail
D03_M6_l_5_nu,BATF,999,Fail
D03_M6_l_5_nu,BCL2L11,999,Fail
D03_M6_l_5_nu,ZC3H12C,999,Fail
D03_M6_l_5_nu,TG,999,Fail
D03_M6_l_5_nu,RORC,999,Fail
D03_M6_l_5_nu,PHF1,999,Fail
D03_M6_l_5_nu,IL9,999,Fail
D03_M6_l_5_nu,IL25R,999,Fail
D03_M6_l_5_nu,GATA3,999,Fail
D03_M6_l_5_nu,IL27RA,999,Fail
D03_M6_l_5_nu,E2F8,999,Fail
D03_M6_l_5_nu,CD19,999,Fail
D03_M6_l_5_nu,IL2RA,999,Fail
D03_M6_l_5_nu,BCL2,999,Fail
D03_M6_l_5_nu,ZFP36,29.27028914,Pass
D03_M6_l_5_nu,TGFB1,999,Fail
D03_M6_l_5_nu,RUNX3,999,Fail
D03_M6_l_5_nu,POLR2A,999,Fail
D03_M6_l_5_nu,IRF8,999,Fail
D03_M6_l_5_nu,IL12RB2,999,Fail
D03_M6_med_4_nu,ACTN1,999,Fail
D03_M6_med_4_nu,CCR2,18.53954247,Pass
D03_M6_med_4_nu,CD33,999,Fail
D03_M6_med_4_nu,CD8A,999,Fail
D03_M6_med_4_nu,EIF2B1,999,Fail
D03_M6_med_4_nu,HBB_B2,999,Fail
D03_M6_med_4_nu,IL13,999,Fail
D03_M6_med_4_nu,IL1RL1_R,20.96790416,Pass
D03_M6_med_4_nu,JHM1D,999,Fail
D03_M6_med_4_nu,POU6F1,23.03246927,Pass
D03_M6_med_4_nu,SCML4,23.2514323,Pass
D03_M6_med_4_nu,TRIB2,999,Fail
D03_M6_med_4_nu,AHR,999,Fail
D03_M6_med_4_nu,CCR5,999,Fail
D03_M6_med_4_nu,CD3E,999,Fail
D03_M6_med_4_nu,CDH17,999,Fail
D03_M6_med_4_nu,EPAS1,22.19764195,Pass
D03_M6_med_4_nu,HLX,999,Fail
D03_M6_med_4_nu,IL13RA1,999,Fail
D03_M6_med_4_nu,IL4,999,Fail
